subject_ru,levels,type,topic_ru,topic_kz,prompt_ru,prompt_kz,options_ru,options_kz,correct_option_ids,sample_answer_ru,sample_answer_kz,keywords_ru,keywords_kz,explanation_ru,explanation_kz
Математика,medium,single_choice,Линейные уравнения,Сызықтық теңдеулер,Решите уравнение: 7x + (-18) = 24,Теңдеуді шешіңіз: 7x + (-18) = 24,5|7|8|6,5|7|8|6,4,,,,,Перенесите свободный член и разделите на коэффициент при x.,"Бос мүшені көшіріп, x алдындағы коэффициентке бөліңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 7x + (-1) > -1?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 7x + (-1) > -1?,6|4|3|5,6|4|3|5,2,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 4x + (3) >= -21?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 4x + (3) >= -21?,-8|-7|-6|-9,-8|-7|-6|-9,3,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 2x + (5) >= -7?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 2x + (5) >= -7?,-7|-8|-6|-9,-7|-8|-6|-9,3,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 2x + (-7) <= 11?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 2x + (-7) <= 11?,0|3|2|1,0|3|2|1,4,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 4x + (-7) >= -27?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 4x + (-7) >= -27?,-7|-8|-10|-9,-7|-8|-10|-9,4,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 7x + (-5) >= -54?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 7x + (-5) >= -54?,10|8|7|9,10|8|7|9,2,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 7x + (-6) >= 50?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 7x + (-6) >= 50?,-8|-6|-7|-5,-8|-6|-7|-5,3,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 5x + (1) < 31?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 5x + (1) < 31?,7|6|5|8,7|6|5|8,3,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 3x + (7) > 22?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 3x + (7) > 22?,5|4|6|3,5|4|6|3,3,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 5x + (10) > 60?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 5x + (10) > 60?,10|9|11|8,10|9|11|8,3,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 4x + (0) >= 40?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 4x + (0) >= 40?,8|9|10|7,8|9|10|7,3,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 4x + (2) > -2?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 4x + (2) > -2?,-1|-2|0|-3,-1|-2|0|-3,3,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 3x + (6) >= 6?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 3x + (6) >= 6?,-1|-2|0|-3,-1|-2|0|-3,3,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 3x + (-2) <= -23?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 3x + (-2) <= -23?,1|2|3|4,1|2|3|4,2,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 4x + (-6) >= -46?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 4x + (-6) >= -46?,-7|-6|-5|-4,-7|-6|-5|-4,2,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 5x + (-4) < -54?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 5x + (-4) < -54?,-3|-2|-1|-4,-3|-2|-1|-4,1,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
Математика,medium,single_choice,Неравенства,Теңсіздіктер,Какое значение x удовлетворяет неравенству: 3x + (3) >= -18?,x мәндерінің қайсысы теңсіздікті қанағаттандырады: 3x + (3) >= -18?,-8|-9|-7|-10,-8|-9|-7|-10,3,,,,,Подставьте варианты и проверьте истинность неравенства.,"Нұсқаларды қойып, теңсіздіктің дұрыстығын тексеріңіз."
